target,min_reclaim,max_entry,max_minute,exclude_hours,n,avg,win,avgwin,avgloss,pf,minq,q,poswk,weeks,minwk,acct,dd,avgsize
70,5,55,7,(),20,14.4,0.95,17.394736842105264,-42.5,7.776470588235294,3.7,"19.10,17.90,16.90,3.70",7,8,-6.5,9445.5,-2507.5,36.75
70,5,55,7,"(12,)",20,14.4,0.95,17.394736842105264,-42.5,7.776470588235294,3.7,"19.10,17.90,16.90,3.70",7,8,-6.5,9445.5,-2507.5,36.75
70,5,55,7,"(14,)",20,14.4,0.95,17.394736842105264,-42.5,7.776470588235294,3.7,"19.10,17.90,16.90,3.70",7,8,-6.5,9445.5,-2507.5,36.75
99,4,50,10,"(12, 18)",20,14.4,0.65,48.80769230769231,-49.5,1.8311688311688312,-12.5,"31.10,-12.50,7.70,31.30",5,9,-42.5,8063.5,-3924.0,32.85
80,0,50,7,"(3, 12, 18)",19,14.394736842105264,0.7894736842105263,30.633333333333333,-46.5,2.4704301075268815,-16.7,"15.90,-16.70,29.50,32.50",7,10,-42.5,8665.5,-4471.5,32.68421052631579
85,0,45,10,"(3, 18)",18,14.38888888888889,0.7222222222222222,38.11538461538461,-47.3,2.095137420718816,-14.5,"5.90,-14.50,34.75,40.75",7,10,-42.5,8591.0,-4827.0,31.11111111111111
85,0,45,10,"(3, 12, 18)",18,14.38888888888889,0.7222222222222222,38.11538461538461,-47.3,2.095137420718816,-14.5,"5.90,-14.50,34.75,40.75",7,10,-42.5,8591.0,-4827.0,31.11111111111111
85,5,50,8,(),17,14.382352941176471,0.7647058823529411,34.03846153846154,-49.5,2.234848484848485,-9.25,"17.10,-9.25,34.00,15.00",5,8,-42.5,7164.0,-4121.5,32.94117647058823
85,5,50,8,"(12,)",17,14.382352941176471,0.7647058823529411,34.03846153846154,-49.5,2.234848484848485,-9.25,"17.10,-9.25,34.00,15.00",5,8,-42.5,7164.0,-4121.5,32.94117647058823
85,5,50,8,"(14,)",17,14.382352941176471,0.7647058823529411,34.03846153846154,-49.5,2.234848484848485,-9.25,"17.10,-9.25,34.00,15.00",5,8,-42.5,7164.0,-4121.5,32.94117647058823
70,6,50,10,"(3,)",16,14.375,0.9375,19.033333333333335,-55.5,5.1441441441441444,3.25,"3.25,16.75,19.25,18.25",6,7,-55.5,7804.0,-1387.5,31.5
70,6,50,10,"(3, 12)",16,14.375,0.9375,19.033333333333335,-55.5,5.1441441441441444,3.25,"3.25,16.75,19.25,18.25",6,7,-55.5,7804.0,-1387.5,31.5
70,7,50,10,(),16,14.375,0.9375,19.033333333333335,-55.5,5.1441441441441444,3.25,"3.25,16.75,19.25,18.25",6,7,-55.5,7804.0,-1387.5,31.5
70,7,50,10,"(3,)",16,14.375,0.9375,19.033333333333335,-55.5,5.1441441441441444,3.25,"3.25,16.75,19.25,18.25",6,7,-55.5,7804.0,-1387.5,31.5
70,7,50,10,"(12,)",16,14.375,0.9375,19.033333333333335,-55.5,5.1441441441441444,3.25,"3.25,16.75,19.25,18.25",6,7,-55.5,7804.0,-1387.5,31.5
70,7,50,10,"(14,)",16,14.375,0.9375,19.033333333333335,-55.5,5.1441441441441444,3.25,"3.25,16.75,19.25,18.25",6,7,-55.5,7804.0,-1387.5,31.5
70,7,50,10,"(3, 12)",16,14.375,0.9375,19.033333333333335,-55.5,5.1441441441441444,3.25,"3.25,16.75,19.25,18.25",6,7,-55.5,7804.0,-1387.5,31.5
70,8,50,10,(),16,14.375,0.9375,19.033333333333335,-55.5,5.1441441441441444,3.25,"3.25,16.75,19.25,18.25",6,7,-55.5,7804.0,-1387.5,31.5
70,8,50,10,"(3,)",16,14.375,0.9375,19.033333333333335,-55.5,5.1441441441441444,3.25,"3.25,16.75,19.25,18.25",6,7,-55.5,7804.0,-1387.5,31.5
70,8,50,10,"(12,)",16,14.375,0.9375,19.033333333333335,-55.5,5.1441441441441444,3.25,"3.25,16.75,19.25,18.25",6,7,-55.5,7804.0,-1387.5,31.5
70,8,50,10,"(14,)",16,14.375,0.9375,19.033333333333335,-55.5,5.1441441441441444,3.25,"3.25,16.75,19.25,18.25",6,7,-55.5,7804.0,-1387.5,31.5
70,8,50,10,"(3, 12)",16,14.375,0.9375,19.033333333333335,-55.5,5.1441441441441444,3.25,"3.25,16.75,19.25,18.25",6,7,-55.5,7804.0,-1387.5,31.5
99,0,55,7,"(3,)",30,14.366666666666667,0.6666666666666666,47.15,-51.2,1.841796875,4.071428571428571,"36.75,9.12,4.07,5.07",7,10,-51.166666666666664,13801.5,-17754.0,45.833333333333336
99,0,55,7,"(14,)",30,14.366666666666667,0.6666666666666666,47.2,-51.3,1.8401559454191032,-11.928571428571429,"36.75,22.00,-11.93,6.36",7,9,-28.25,14214.5,-17371.0,50.166666666666664
70,5,55,8,(),22,14.363636363636363,0.9545454545454546,17.071428571428573,-42.5,8.435294117647059,3.7,"18.17,16.50,17.90,3.70",7,8,-6.5,10599.5,-2635.0,37.5
70,5,55,8,"(12,)",22,14.363636363636363,0.9545454545454546,17.071428571428573,-42.5,8.435294117647059,3.7,"18.17,16.50,17.90,3.70",7,8,-6.5,10599.5,-2635.0,37.5
70,5,55,8,"(14,)",22,14.363636363636363,0.9545454545454546,17.071428571428573,-42.5,8.435294117647059,3.7,"18.17,16.50,17.90,3.70",7,8,-6.5,10599.5,-2635.0,37.5
85,4,55,7,"(12,)",22,14.363636363636363,0.7727272727272727,32.911764705882355,-48.7,2.297741273100616,3.1666666666666665,"21.33,3.17,15.50,18.30",7,9,-42.5,9436.0,-3285.0,33.45454545454545
70,0,50,7,"(3, 12)",20,14.35,0.9,20.77777777777778,-43.5,4.2988505747126435,7.3,"7.90,7.30,20.30,21.90",8,10,-42.5,10020.0,-2253.5,34.4
70,5,55,10,"(18,)",24,14.333333333333334,0.9583333333333334,16.804347826086957,-42.5,9.094117647058823,4.833333333333333,"19.17,16.33,17.00,4.83",7,8,-6.5,11926.0,-2805.0,38.916666666666664
70,5,55,10,"(12, 18)",24,14.333333333333334,0.9583333333333334,16.804347826086957,-42.5,9.094117647058823,4.833333333333333,"19.17,16.33,17.00,4.83",7,8,-6.5,11926.0,-2805.0,38.916666666666664
70,5,55,7,"(20,)",18,14.333333333333334,0.9444444444444444,17.676470588235293,-42.5,7.070588235294117,1.5,"19.10,17.70,17.00,1.50",7,8,-6.5,8146.0,-2337.5,35.44444444444444
75,4,55,8,"(3, 12, 14, 18, 20)",18,14.333333333333334,0.8888888888888888,22.9375,-54.5,3.36697247706422,2.75,"24.10,6.50,2.75,23.50",7,8,-59.5,8655.5,-2023.0,33.388888888888886
80,5,55,7,"(3,)",18,14.333333333333334,0.8333333333333334,27.766666666666666,-52.833333333333336,2.6277602523659307,-4.1,"29.10,-4.10,28.50,4.75",6,8,-59.5,8290.0,-3366.0,32.666666666666664
80,5,55,7,"(3, 12)",18,14.333333333333334,0.8333333333333334,27.766666666666666,-52.833333333333336,2.6277602523659307,-4.1,"29.10,-4.10,28.50,4.75",6,8,-59.5,8290.0,-3366.0,32.666666666666664
80,4,55,8,"(3, 12, 14, 18, 20)",18,14.333333333333334,0.8333333333333334,28.233333333333334,-55.166666666666664,2.5589123867069485,6.5,"13.10,10.50,6.50,28.50",6,8,-59.5,8785.0,-2644.5,32.333333333333336
70,0,50,8,"(3, 12)",22,14.318181818181818,0.9090909090909091,20.1,-43.5,4.620689655172414,7.0,"11.00,7.00,19.50,21.90",8,10,-42.5,11186.5,-2253.5,34.59090909090909
70,0,45,7,"(3,)",16,14.3125,0.875,22.571428571428573,-43.5,3.632183908045977,3.75,"8.75,3.75,20.75,24.00",7,9,-42.5,7579.5,-2132.5,32.9375
70,0,45,7,"(3, 12)",16,14.3125,0.875,22.571428571428573,-43.5,3.632183908045977,3.75,"8.75,3.75,20.75,24.00",7,9,-42.5,7579.5,-2132.5,32.9375
70,0,45,8,"(3,)",16,14.3125,0.875,22.571428571428573,-43.5,3.632183908045977,3.75,"8.75,3.75,20.75,24.00",7,9,-42.5,7579.5,-2132.5,32.9375
70,0,45,8,"(3, 12)",16,14.3125,0.875,22.571428571428573,-43.5,3.632183908045977,3.75,"8.75,3.75,20.75,24.00",7,9,-42.5,7579.5,-2132.5,32.9375
80,5,50,8,"(20,)",16,14.3125,0.8125,29.03846153846154,-49.5,2.542087542087542,-13.5,"30.50,-13.50,29.00,11.25",6,8,-42.5,6825.0,-2644.5,33.125
70,5,55,8,"(20,)",20,14.3,0.95,17.289473684210527,-42.5,7.729411764705882,3.7,"19.10,16.50,17.90,3.70",7,8,-6.5,9289.5,-2465.0,36.35
90,0,47,10,"(3, 12, 18)",19,14.289473684210526,0.6842105263157895,42.26923076923077,-46.333333333333336,1.9766187050359711,-30.3,"26.50,-30.30,39.50,23.25",6,10,-42.5,8064.5,-5070.5,33.526315789473685
95,0,55,7,"(3, 12, 18)",26,14.26923076923077,0.6923076923076923,43.111111111111114,-50.625,1.9160493827160494,2.642857142857143,"32.50,2.64,8.83,12.00",7,10,-50.5,11304.5,-9576.5,39.11538461538461
70,5,55,10,"(3,)",24,14.25,0.9583333333333334,17.282608695652176,-55.5,7.162162162162162,7.666666666666667,"7.67,16.67,16.83,15.83",8,9,-55.5,12777.5,-1443.0,34.791666666666664
70,5,55,10,"(3, 12)",24,14.25,0.9583333333333334,17.282608695652176,-55.5,7.162162162162162,7.666666666666667,"7.67,16.67,16.83,15.83",8,9,-55.5,12777.5,-1443.0,34.791666666666664
99,4,50,8,(),20,14.25,0.65,48.88461538461539,-50.07142857142857,1.8131241084165477,-13.1,"31.10,-13.10,28.70,10.30",5,10,-54.5,8266.0,-4021.0,34.2
95,5,50,10,"(20,)",19,14.236842105263158,0.6842105263157895,44.65384615384615,-51.666666666666664,1.8725806451612903,-14.1,"25.30,-14.10,24.90,22.50",6,9,-55.5,8354.5,-3242.5,33.8421052631579
80,4,50,7,"(3, 12, 18)",15,14.233333333333333,0.8,29.583333333333332,-47.166666666666664,2.508833922261484,-9.75,"10.75,-9.75,29.50,30.50",6,8,-42.5,6072.5,-3019.5,30.333333333333332
85,4,47,10,"(3,)",15,14.233333333333333,0.7333333333333333,36.86363636363637,-48.0,2.1119791666666665,-28.0,"17.75,-28.00,35.00,38.17",5,8,-42.5,6470.0,-3432.0,30.133333333333333
85,4,47,10,"(14,)",15,14.233333333333333,0.7333333333333333,36.86363636363637,-48.0,2.1119791666666665,-7.0,"15.75,-7.00,35.75,11.83",5,8,-42.5,6459.5,-3586.0,33.13333333333333
85,4,47,10,"(3, 12)",15,14.233333333333333,0.7333333333333333,36.86363636363637,-48.0,2.1119791666666665,-28.0,"17.75,-28.00,35.00,38.17",5,8,-42.5,6470.0,-3432.0,30.133333333333333
90,4,55,6,(),18,14.222222222222221,0.7222222222222222,38.03846153846154,-47.7,2.0733752620545074,-3.5,"21.70,1.50,-3.50,38.50",7,10,-54.5,6618.5,-3553.0,30.5
95,0,47,10,"(3, 18)",20,14.2,0.65,47.26923076923077,-47.214285714285715,1.859304084720121,-29.3,"30.50,-29.30,44.50,11.10",6,10,-47.0,8435.5,-5009.5,34.65
95,0,50,10,"(3, 12, 18)",24,14.166666666666666,0.6666666666666666,45.625,-48.75,1.8717948717948718,-19.166666666666668,"31.83,-19.17,12.17,31.83",6,10,-42.5,10660.5,-5965.5,34.291666666666664
95,4,55,8,"(12, 18)",23,14.152173913043478,0.6956521739130435,42.5625,-50.785714285714285,1.9156118143459915,8.0,"13.83,10.50,8.00,26.30",6,9,-42.5,9299.0,-3774.0,32.43478260869565
70,0,47,7,"(3, 18)",17,14.147058823529411,0.8823529411764706,21.833333333333332,-43.5,3.764367816091954,3.75,"10.50,3.75,19.75,23.50",7,9,-42.5,7921.5,-2193.0,33.11764705882353
70,0,47,8,"(3, 18)",17,14.147058823529411,0.8823529411764706,21.833333333333332,-43.5,3.764367816091954,3.75,"10.50,3.75,19.75,23.50",7,9,-42.5,7921.5,-2193.0,33.11764705882353
65,4,50,10,"(3, 12, 14, 18, 20)",17,14.147058823529411,1.0,14.147058823529411,,,12.5,"15.30,12.50,12.75,15.75",7,7,13.0,8375.5,0.0,33.8235294117647
90,4,47,10,(),16,14.125,0.6875,41.86363636363637,-46.9,1.9637526652452026,-26.75,"21.50,-26.75,40.00,21.75",5,9,-42.5,6242.5,-3331.0,31.8125
90,4,47,10,"(12,)",16,14.125,0.6875,41.86363636363637,-46.9,1.9637526652452026,-26.75,"21.50,-26.75,40.00,21.75",5,9,-42.5,6242.5,-3331.0,31.8125
95,0,55,10,"(3, 12, 14, 18, 20)",26,14.115384615384615,0.6923076923076923,44.666666666666664,-54.625,1.839816933638444,-0.07142857142857142,"19.79,-0.07,10.67,27.50",7,9,-59.5,14361.0,-6640.0,36.30769230769231
95,4,55,8,"(3,)",23,14.108695652173912,0.6956521739130435,43.25,-52.5,1.8829931972789116,10.5,"13.83,10.50,10.67,22.90",6,10,-59.5,10358.5,-4274.5,33.43478260869565
80,5,50,7,(),15,14.1,0.8,29.416666666666668,-47.166666666666664,2.4946996466431095,-11.75,"30.50,-11.75,30.75,4.50",6,8,-42.5,5952.5,-3366.0,33.13333333333333
80,5,50,7,"(12,)",15,14.1,0.8,29.416666666666668,-47.166666666666664,2.4946996466431095,-11.75,"30.50,-11.75,30.75,4.50",6,8,-42.5,5952.5,-3366.0,33.13333333333333
80,5,50,7,"(14,)",15,14.1,0.8,29.416666666666668,-47.166666666666664,2.4946996466431095,-11.75,"30.50,-11.75,30.75,4.50",6,8,-42.5,5952.5,-3366.0,33.13333333333333
95,0,50,6,"(3, 12, 18)",15,14.1,0.6666666666666666,43.9,-45.5,1.9296703296703297,-26.25,"22.50,-26.25,22.50,45.50",6,9,-42.5,4535.0,-3405.5,29.066666666666666
85,5,55,8,"(3, 18)",19,14.078947368421053,0.7894736842105263,32.166666666666664,-53.75,2.244186046511628,-2.1,"17.10,-2.10,31.70,8.50",6,8,-59.5,8333.0,-4121.5,31.36842105263158
85,5,55,8,"(3, 12, 18)",19,14.078947368421053,0.7894736842105263,32.166666666666664,-53.75,2.244186046511628,-2.1,"17.10,-2.10,31.70,8.50",6,8,-59.5,8333.0,-4121.5,31.36842105263158
85,7,55,8,(),19,14.078947368421053,0.7894736842105263,32.166666666666664,-53.75,2.244186046511628,-1.1,"17.10,-1.10,32.70,6.00",6,8,-16.0,8179.0,-3973.5,30.842105263157894
85,7,55,8,"(12,)",19,14.078947368421053,0.7894736842105263,32.166666666666664,-53.75,2.244186046511628,-1.1,"17.10,-1.10,32.70,6.00",6,8,-16.0,8179.0,-3973.5,30.842105263157894
85,7,55,8,"(14,)",19,14.078947368421053,0.7894736842105263,32.166666666666664,-53.75,2.244186046511628,-1.1,"17.10,-1.10,32.70,6.00",6,8,-16.0,8179.0,-3973.5,30.842105263157894
85,8,55,8,(),19,14.078947368421053,0.7894736842105263,32.166666666666664,-53.75,2.244186046511628,-1.1,"17.10,-1.10,32.70,6.00",6,8,-16.0,8179.0,-3973.5,30.842105263157894
85,8,55,8,"(12,)",19,14.078947368421053,0.7894736842105263,32.166666666666664,-53.75,2.244186046511628,-1.1,"17.10,-1.10,32.70,6.00",6,8,-16.0,8179.0,-3973.5,30.842105263157894
85,8,55,8,"(14,)",19,14.078947368421053,0.7894736842105263,32.166666666666664,-53.75,2.244186046511628,-1.1,"17.10,-1.10,32.70,6.00",6,8,-16.0,8179.0,-3973.5,30.842105263157894
99,0,45,7,(),18,14.055555555555555,0.6111111111111112,51.40909090909091,-44.642857142857146,1.8096,5.25,"15.50,8.90,27.50,5.25",6,9,-42.5,6122.0,-4606.5,37.22222222222222
99,0,45,7,"(12,)",18,14.055555555555555,0.6111111111111112,51.40909090909091,-44.642857142857146,1.8096,5.25,"15.50,8.90,27.50,5.25",6,9,-42.5,6122.0,-4606.5,37.22222222222222
99,0,45,8,(),18,14.055555555555555,0.6111111111111112,51.40909090909091,-44.642857142857146,1.8096,5.25,"15.50,8.90,27.50,5.25",6,9,-42.5,6122.0,-4606.5,37.22222222222222
99,0,45,8,"(12,)",18,14.055555555555555,0.6111111111111112,51.40909090909091,-44.642857142857146,1.8096,5.25,"15.50,8.90,27.50,5.25",6,9,-42.5,6122.0,-4606.5,37.22222222222222
70,6,55,8,(),20,14.0,0.95,16.973684210526315,-42.5,7.588235294117647,1.3,"19.10,17.90,17.70,1.30",7,8,-6.5,8929.5,-2592.5,36.75
70,6,55,8,"(12,)",20,14.0,0.95,16.973684210526315,-42.5,7.588235294117647,1.3,"19.10,17.90,17.70,1.30",7,8,-6.5,8929.5,-2592.5,36.75
70,6,55,8,"(14,)",20,14.0,0.95,16.973684210526315,-42.5,7.588235294117647,1.3,"19.10,17.90,17.70,1.30",7,8,-6.5,8929.5,-2592.5,36.75
70,6,55,7,(),18,14.0,0.9444444444444444,17.323529411764707,-42.5,6.929411764705883,-1.0,"20.50,15.70,18.75,-1.00",7,8,-6.5,7850.5,-2422.5,35.833333333333336
70,6,55,7,"(12,)",18,14.0,0.9444444444444444,17.323529411764707,-42.5,6.929411764705883,-1.0,"20.50,15.70,18.75,-1.00",7,8,-6.5,7850.5,-2422.5,35.833333333333336
70,6,55,7,"(14,)",18,14.0,0.9444444444444444,17.323529411764707,-42.5,6.929411764705883,-1.0,"20.50,15.70,18.75,-1.00",7,8,-6.5,7850.5,-2422.5,35.833333333333336
85,6,55,7,(),18,14.0,0.7777777777777778,32.357142857142854,-50.25,2.253731343283582,10.25,"18.50,13.70,12.50,10.25",7,8,-24.833333333333332,7135.5,-3508.5,34.166666666666664
85,6,55,7,"(12,)",18,14.0,0.7777777777777778,32.357142857142854,-50.25,2.253731343283582,10.25,"18.50,13.70,12.50,10.25",7,8,-24.833333333333332,7135.5,-3508.5,34.166666666666664
85,6,55,7,"(14,)",18,14.0,0.7777777777777778,32.357142857142854,-50.25,2.253731343283582,10.25,"18.50,13.70,12.50,10.25",7,8,-24.833333333333332,7135.5,-3508.5,34.166666666666664
90,10,55,8,"(18,)",16,14.0,0.75,36.5,-53.5,2.046728971962617,-7.25,"40.50,-7.25,13.00,9.75",6,8,-13.5,6126.5,-3898.0,31.8125
90,10,55,8,"(12, 18)",16,14.0,0.75,36.5,-53.5,2.046728971962617,-7.25,"40.50,-7.25,13.00,9.75",6,8,-13.5,6126.5,-3898.0,31.8125
95,6,55,8,(),20,14.0,0.7,42.357142857142854,-52.166666666666664,1.8945686900958467,2.3,"25.10,4.90,23.70,2.30",6,8,-21.5,7910.5,-3997.0,34.35
95,6,55,8,"(12,)",20,14.0,0.7,42.357142857142854,-52.166666666666664,1.8945686900958467,2.3,"25.10,4.90,23.70,2.30",6,8,-21.5,7910.5,-3997.0,34.35
95,6,55,8,"(14,)",20,14.0,0.7,42.357142857142854,-52.166666666666664,1.8945686900958467,2.3,"25.10,4.90,23.70,2.30",6,8,-21.5,7910.5,-3997.0,34.35
70,4,55,6,"(3, 12, 18)",15,13.966666666666667,0.9333333333333333,18.0,-42.5,5.929411764705883,3.75,"3.75,18.25,15.25,20.17",7,8,-42.5,6165.0,-1445.0,29.733333333333334
70,7,50,10,"(20,)",15,13.966666666666667,0.9333333333333333,18.928571428571427,-55.5,4.774774774774775,3.25,"3.25,16.75,20.00,16.50",6,7,-55.5,6927.0,-1387.5,30.666666666666668
70,8,50,10,"(20,)",15,13.966666666666667,0.9333333333333333,18.928571428571427,-55.5,4.774774774774775,3.25,"3.25,16.75,20.00,16.50",6,7,-55.5,6927.0,-1387.5,30.666666666666668
99,4,55,8,"(18,)",24,13.958333333333334,0.6666666666666666,46.5625,-51.25,1.8170731707317074,-5.333333333333333,"16.50,13.17,-5.33,31.50",6,10,-54.5,9361.5,-4605.5,33.125
70,0,47,7,"(3, 12, 18)",16,13.9375,0.875,22.142857142857142,-43.5,3.5632183908045976,5.75,"6.50,5.75,19.50,24.00",7,9,-42.5,7242.0,-2193.0,32.875
70,0,47,8,"(3, 12, 18)",16,13.9375,0.875,22.142857142857142,-43.5,3.5632183908045976,5.75,"6.50,5.75,19.50,24.00",7,9,-42.5,7242.0,-2193.0,32.875
80,4,55,6,"(3, 12)",16,13.9375,0.8125,28.03846153846154,-47.166666666666664,2.5759717314487633,-11.75,"11.25,-11.75,27.75,28.50",6,8,-42.5,6039.0,-2772.0,28.125
70,5,55,8,"(18,)",21,13.928571428571429,0.9523809523809523,16.75,-42.5,7.882352941176471,3.7,"18.17,17.90,15.10,3.70",7,8,-6.5,9360.0,-2507.5,36.095238095238095
70,5,55,8,"(12, 18)",21,13.928571428571429,0.9523809523809523,16.75,-42.5,7.882352941176471,3.7,"18.17,17.90,15.10,3.70",7,8,-6.5,9360.0,-2507.5,36.095238095238095
70,5,55,7,"(18,)",19,13.921052631578947,0.9473684210526315,17.055555555555557,-42.5,7.223529411764706,1.5,"19.10,17.90,14.70,1.50",7,8,-6.5,8249.5,-2380.0,35.31578947368421
70,5,55,7,"(12, 18)",19,13.921052631578947,0.9473684210526315,17.055555555555557,-42.5,7.223529411764706,1.5,"19.10,17.90,14.70,1.50",7,8,-6.5,8249.5,-2380.0,35.31578947368421
80,0,47,7,"(3, 12)",17,13.911764705882353,0.7647058823529411,32.5,-46.5,2.271505376344086,-28.75,"18.50,-28.75,30.75,34.00",6,9,-42.5,7607.5,-4684.5,31.705882352941178
80,0,47,8,"(3, 12)",17,13.911764705882353,0.7647058823529411,32.5,-46.5,2.271505376344086,-28.75,"18.50,-28.75,30.75,34.00",6,9,-42.5,7607.5,-4684.5,31.705882352941178
90,4,50,7,"(18,)",17,13.911764705882353,0.7058823529411765,39.583333333333336,-47.7,1.9916142557651992,-6.75,"23.90,-6.75,16.25,19.75",6,10,-54.5,6249.0,-3692.5,32.94117647058823
95,6,55,8,"(3, 18)",17,13.911764705882353,0.7058823529411765,42.25,-54.1,1.8743068391866913,-4.75,"25.10,-4.75,16.75,15.75",6,8,-59.5,6840.5,-3997.0,31.705882352941178
95,6,55,8,"(3, 12, 18)",17,13.911764705882353,0.7058823529411765,42.25,-54.1,1.8743068391866913,-4.75,"25.10,-4.75,16.75,15.75",6,8,-59.5,6840.5,-3997.0,31.705882352941178
95,7,55,8,"(3, 18)",17,13.911764705882353,0.7058823529411765,42.25,-54.1,1.8743068391866913,-4.75,"25.10,-4.75,16.75,15.75",6,8,-59.5,6840.5,-3997.0,31.705882352941178
95,7,55,8,"(3, 12, 18)",17,13.911764705882353,0.7058823529411765,42.25,-54.1,1.8743068391866913,-4.75,"25.10,-4.75,16.75,15.75",6,8,-59.5,6840.5,-3997.0,31.705882352941178
95,8,55,8,"(3, 18)",17,13.911764705882353,0.7058823529411765,42.25,-54.1,1.8743068391866913,-4.75,"25.10,-4.75,16.75,15.75",6,8,-59.5,6840.5,-3997.0,31.705882352941178
95,8,55,8,"(3, 12, 18)",17,13.911764705882353,0.7058823529411765,42.25,-54.1,1.8743068391866913,-4.75,"25.10,-4.75,16.75,15.75",6,8,-59.5,6840.5,-3997.0,31.705882352941178
65,4,50,8,"(3, 12, 14, 18, 20)",15,13.9,1.0,13.9,,,11.5,"15.50,11.50,13.50,15.50",7,7,8.5,6955.5,0.0,32.2
70,6,55,8,"(20,)",18,13.88888888888889,0.9444444444444444,17.205882352941178,-42.5,6.882352941176471,-1.0,"19.10,17.70,17.50,-1.00",7,8,-6.5,7656.0,-2422.5,35.44444444444444
85,6,55,8,"(20,)",18,13.88888888888889,0.7777777777777778,32.714285714285715,-52.0,2.201923076923077,10.25,"17.10,15.70,11.25,10.25",6,8,-24.833333333333332,7331.5,-3551.0,33.94444444444444
70,0,50,8,"(3, 12, 18)",21,13.880952380952381,0.9047619047619048,19.92105263157895,-43.5,4.350574712643678,4.7,"11.00,4.70,18.50,21.90",8,10,-42.5,9969.0,-2253.5,33.714285714285715
95,0,50,8,"(3, 12, 18)",21,13.880952380952381,0.6666666666666666,45.07142857142857,-48.5,1.8586156111929308,-32.3,"31.83,-32.30,24.50,27.90",6,10,-42.5,8268.5,-5826.0,34.333333333333336
70,6,55,7,"(20,)",16,13.875,0.9375,17.633333333333333,-42.5,6.223529411764706,-1.0,"20.50,17.25,18.75,-1.00",7,8,-6.5,6659.5,-2295.0,34.8125
80,5,50,8,"(3,)",16,13.875,0.8125,29.03846153846154,-51.833333333333336,2.427652733118971,-33.0,"30.50,-33.00,30.00,28.00",5,7,-10.5,6910.0,-4080.0,30.375
80,5,50,8,"(3, 12)",16,13.875,0.8125,29.03846153846154,-51.833333333333336,2.427652733118971,-33.0,"30.50,-33.00,30.00,28.00",5,7,-10.5,6910.0,-4080.0,30.375
65,5,50,8,"(3,)",16,13.875,1.0,13.875,,,12.0,"15.50,12.00,15.00,13.00",7,7,8.5,7475.5,0.0,32.8125
65,5,50,8,"(3, 12)",16,13.875,1.0,13.875,,,12.0,"15.50,12.00,15.00,13.00",7,7,8.5,7475.5,0.0,32.8125
70,0,50,7,"(3, 12, 18)",19,13.868421052631579,0.8947368421052632,20.61764705882353,-43.5,4.028735632183908,7.3,"7.90,7.30,19.50,22.50",8,10,-42.5,8834.5,-2253.5,33.526315789473685
95,5,50,10,"(3,)",19,13.868421052631579,0.6842105263157895,44.65384615384615,-52.833333333333336,1.8312302839116719,-14.1,"25.30,-14.10,26.10,19.25",5,8,-55.5,8393.5,-3933.0,31.31578947368421
95,5,50,10,"(3, 12)",19,13.868421052631579,0.6842105263157895,44.65384615384615,-52.833333333333336,1.8312302839116719,-14.1,"25.30,-14.10,26.10,19.25",5,8,-55.5,8393.5,-3933.0,31.31578947368421
85,5,50,10,"(3, 18)",17,13.852941176470589,0.7647058823529411,33.96153846153846,-51.5,2.1432038834951457,-10.0,"18.30,-10.00,13.00,33.00",5,7,-21.833333333333332,7057.0,-4574.5,30.58823529411765
85,5,50,10,"(3, 12, 18)",17,13.852941176470589,0.7647058823529411,33.96153846153846,-51.5,2.1432038834951457,-10.0,"18.30,-10.00,13.00,33.00",5,7,-21.833333333333332,7057.0,-4574.5,30.58823529411765
95,0,47,7,"(3, 18)",17,13.852941176470589,0.6470588235294118,46.86363636363637,-46.666666666666664,1.8410714285714285,-25.0,"30.50,-25.00,44.75,1.00",6,9,-47.0,6239.0,-4938.0,34.8235294117647
95,0,47,8,"(3, 18)",17,13.852941176470589,0.6470588235294118,46.86363636363637,-46.666666666666664,1.8410714285714285,-25.0,"30.50,-25.00,44.75,1.00",6,9,-47.0,6239.0,-4938.0,34.8235294117647
65,5,50,10,"(3, 18)",17,13.852941176470589,1.0,13.852941176470589,,,12.5,"15.30,12.50,14.25,13.00",7,7,8.5,8029.5,0.0,33.470588235294116
65,5,50,10,"(3, 12, 18)",17,13.852941176470589,1.0,13.852941176470589,,,12.5,"15.30,12.50,14.25,13.00",7,7,8.5,8029.5,0.0,33.470588235294116
70,5,55,6,(),15,13.833333333333334,0.9333333333333333,17.857142857142858,-42.5,5.882352941176471,2.5,"17.75,19.50,2.50,16.17",7,8,-42.5,6074.0,-2082.5,32.93333333333333
70,5,55,6,"(12,)",15,13.833333333333334,0.9333333333333333,17.857142857142858,-42.5,5.882352941176471,2.5,"17.75,19.50,2.50,16.17",7,8,-42.5,6074.0,-2082.5,32.93333333333333
70,5,55,6,"(14,)",15,13.833333333333334,0.9333333333333333,17.857142857142858,-42.5,5.882352941176471,2.5,"17.75,19.50,2.50,16.17",7,8,-42.5,6074.0,-2082.5,32.93333333333333
85,4,55,7,"(14,)",22,13.818181818181818,0.7727272727272727,32.911764705882355,-51.1,2.1898238747553815,-2.3,"20.17,17.17,-2.30,18.30",7,9,-54.5,9479.0,-5655.5,35.63636363636363
