target,min_reclaim,max_entry,max_minute,exclude_hours,n,avg,win,avgwin,avgloss,pf,minq,q,poswk,weeks,minwk,acct,dd,avgsize
90,7,55,10,"(12,)",22,3.909090909090909,0.6363636363636364,37.357142857142854,-54.625,1.196796338672769,-9.333333333333334,"-5.67,-9.33,19.10,16.10",5,9,-55.5,1782.0,-5692.5,23.727272727272727
90,7,55,10,"(14,)",22,3.909090909090909,0.6363636363636364,37.357142857142854,-54.625,1.196796338672769,-9.333333333333334,"-5.67,-9.33,19.10,16.10",5,9,-55.5,1782.0,-5692.5,23.727272727272727
90,8,55,10,(),22,3.909090909090909,0.6363636363636364,37.357142857142854,-54.625,1.196796338672769,-9.333333333333334,"-5.67,-9.33,19.10,16.10",5,9,-55.5,1782.0,-5692.5,23.727272727272727
90,8,55,10,"(12,)",22,3.909090909090909,0.6363636363636364,37.357142857142854,-54.625,1.196796338672769,-9.333333333333334,"-5.67,-9.33,19.10,16.10",5,9,-55.5,1782.0,-5692.5,23.727272727272727
90,8,55,10,"(14,)",22,3.909090909090909,0.6363636363636364,37.357142857142854,-54.625,1.196796338672769,-9.333333333333334,"-5.67,-9.33,19.10,16.10",5,9,-55.5,1782.0,-5692.5,23.727272727272727
85,0,47,6,"(18,)",15,3.9,0.6,36.611111111111114,-45.166666666666664,1.2158671586715868,-8.0,"-3.25,-8.00,17.00,11.83",4,8,-42.5,254.5,-3898.0,27.133333333333333
85,0,55,6,"(14,)",23,3.891304347826087,0.6521739130434783,32.7,-50.125,1.2231920199501247,-24.0,"19.17,4.50,-24.00,18.30",6,9,-56.0,963.0,-5271.0,28.956521739130434
75,4,55,10,"(14,)",28,3.857142857142857,0.75,22.833333333333332,-53.07142857142857,1.2907133243606999,-10.5,"12.79,-10.50,11.79,1.36",5,10,-55.5,2690.5,-4455.5,28.321428571428573
75,10,55,10,"(3, 18)",17,3.8529411764705883,0.7647058823529411,21.884615384615383,-54.75,1.2990867579908676,-16.0,"9.50,-16.00,21.50,-1.00",5,8,-59.5,1568.0,-4073.0,26.470588235294116
75,10,55,10,"(3, 12, 18)",17,3.8529411764705883,0.7647058823529411,21.884615384615383,-54.75,1.2990867579908676,-16.0,"9.50,-16.00,21.50,-1.00",5,8,-59.5,1568.0,-4073.0,26.470588235294116
85,0,55,10,"(12,)",37,3.8513513513513513,0.6486486486486487,33.916666666666664,-51.65384615384615,1.212211466865227,-6.277777777777778,"1.70,-6.28,13.83,6.39",6,10,-49.0,3041.5,-8500.5,27.91891891891892
80,5,55,10,"(3,)",24,3.8333333333333335,0.7083333333333334,27.852941176470587,-54.5,1.2411533420707732,-26.666666666666668,"2.67,-26.67,26.83,12.50",4,9,-59.5,2449.0,-5396.5,24.5
80,5,55,10,"(3, 12)",24,3.8333333333333335,0.7083333333333334,27.852941176470587,-54.5,1.2411533420707732,-26.666666666666668,"2.67,-26.67,26.83,12.50",4,9,-59.5,2449.0,-5396.5,24.5
95,0,55,6,"(12, 18)",21,3.8333333333333335,0.5714285714285714,42.583333333333336,-47.833333333333336,1.1869918699186992,-31.5,"14.00,4.50,-31.50,26.30",7,10,-57.5,-296.0,-5453.0,26.952380952380953
70,0,55,6,"(12,)",22,3.8181818181818183,0.7727272727272727,18.441176470588236,-45.9,1.3660130718954249,-7.7,"-2.67,17.83,-7.70,6.30",5,10,-57.5,1081.5,-2127.5,28.045454545454547
85,0,55,6,"(12,)",22,3.8181818181818183,0.6363636363636364,33.785714285714285,-48.625,1.2159383033419022,-15.7,"7.33,4.50,-15.70,18.30",6,10,-57.5,817.0,-3651.0,26.90909090909091
75,0,55,10,"(3, 18)",35,3.8142857142857145,0.7428571428571429,23.53846153846154,-53.166666666666664,1.2789968652037618,-11.055555555555555,"16.72,-11.06,-4.28,15.12",5,10,-42.5,3932.0,-4731.5,29.6
90,4,55,10,(),29,3.810344827586207,0.6206896551724138,38.166666666666664,-52.40909090909091,1.1916738941890719,-5.375,"-5.38,-1.93,11.79,12.07",6,10,-54.5,1976.5,-6258.0,24.862068965517242
65,0,47,7,"(12, 18)",18,3.7777777777777777,0.7777777777777778,17.142857142857142,-43.0,1.3953488372093024,-11.75,"6.50,2.70,17.25,-11.75",5,9,-42.5,904.0,-2287.5,30.88888888888889
65,0,47,8,"(12, 18)",18,3.7777777777777777,0.7777777777777778,17.142857142857142,-43.0,1.3953488372093024,-11.75,"6.50,2.70,17.25,-11.75",5,9,-42.5,904.0,-2287.5,30.88888888888889
85,12,55,10,"(18,)",15,3.7666666666666666,0.6666666666666666,32.6,-53.9,1.209647495361781,-33.25,"15.75,-33.25,32.75,-1.50",3,7,-60.5,1128.0,-5693.5,25.333333333333332
85,12,55,10,"(12, 18)",15,3.7666666666666666,0.6666666666666666,32.6,-53.9,1.209647495361781,-33.25,"15.75,-33.25,32.75,-1.50",3,7,-60.5,1128.0,-5693.5,25.333333333333332
95,0,47,6,"(20,)",15,3.7666666666666666,0.5333333333333333,46.5,-45.07142857142857,1.179080824088748,-22.0,"1.75,20.50,-22.00,18.50",6,8,-45.5,-163.5,-4480.5,29.4
90,0,55,8,"(12, 18)",31,3.7580645161290325,0.6129032258064516,37.81578947368421,-50.166666666666664,1.1935215946843853,-7.625,"19.12,2.00,-7.62,1.21",6,10,-42.5,979.0,-7421.5,31.35483870967742
80,0,55,8,"(12,)",32,3.75,0.6875,28.40909090909091,-50.5,1.2376237623762376,-4.25,"11.62,-4.25,8.75,-1.12",4,10,-42.5,2155.0,-5891.5,30.1875
80,6,50,10,"(3,)",16,3.75,0.6875,29.227272727272727,-52.3,1.2294455066921606,-33.25,"10.75,-33.25,9.25,28.25",4,7,-55.5,1376.0,-4832.0,24.125
80,6,50,10,"(3, 12)",16,3.75,0.6875,29.227272727272727,-52.3,1.2294455066921606,-33.25,"10.75,-33.25,9.25,28.25",4,7,-55.5,1376.0,-4832.0,24.125
80,7,50,10,(),16,3.75,0.6875,29.227272727272727,-52.3,1.2294455066921606,-33.25,"10.75,-33.25,9.25,28.25",4,7,-55.5,1376.0,-4832.0,24.125
80,7,50,10,"(3,)",16,3.75,0.6875,29.227272727272727,-52.3,1.2294455066921606,-33.25,"10.75,-33.25,9.25,28.25",4,7,-55.5,1376.0,-4832.0,24.125
80,7,50,10,"(12,)",16,3.75,0.6875,29.227272727272727,-52.3,1.2294455066921606,-33.25,"10.75,-33.25,9.25,28.25",4,7,-55.5,1376.0,-4832.0,24.125
80,7,50,10,"(14,)",16,3.75,0.6875,29.227272727272727,-52.3,1.2294455066921606,-33.25,"10.75,-33.25,9.25,28.25",4,7,-55.5,1376.0,-4832.0,24.125
80,7,50,10,"(3, 12)",16,3.75,0.6875,29.227272727272727,-52.3,1.2294455066921606,-33.25,"10.75,-33.25,9.25,28.25",4,7,-55.5,1376.0,-4832.0,24.125
80,8,50,10,(),16,3.75,0.6875,29.227272727272727,-52.3,1.2294455066921606,-33.25,"10.75,-33.25,9.25,28.25",4,7,-55.5,1376.0,-4832.0,24.125
80,8,50,10,"(3,)",16,3.75,0.6875,29.227272727272727,-52.3,1.2294455066921606,-33.25,"10.75,-33.25,9.25,28.25",4,7,-55.5,1376.0,-4832.0,24.125
80,8,50,10,"(12,)",16,3.75,0.6875,29.227272727272727,-52.3,1.2294455066921606,-33.25,"10.75,-33.25,9.25,28.25",4,7,-55.5,1376.0,-4832.0,24.125
80,8,50,10,"(14,)",16,3.75,0.6875,29.227272727272727,-52.3,1.2294455066921606,-33.25,"10.75,-33.25,9.25,28.25",4,7,-55.5,1376.0,-4832.0,24.125
80,8,50,10,"(3, 12)",16,3.75,0.6875,29.227272727272727,-52.3,1.2294455066921606,-33.25,"10.75,-33.25,9.25,28.25",4,7,-55.5,1376.0,-4832.0,24.125
85,0,55,10,(),40,3.725,0.65,33.65384615384615,-51.857142857142854,1.2052341597796143,-10.1,"9.00,-10.10,5.90,10.10",7,10,-49.0,3117.5,-8035.5,28.625
75,4,55,10,"(20,)",27,3.7222222222222223,0.7407407407407407,23.25,-52.07142857142857,1.2757201646090535,-0.7857142857142857,"4.07,-0.79,1.21,11.50",6,10,-54.5,2205.0,-4274.0,27.185185185185187
65,0,55,8,"(20,)",32,3.71875,0.84375,12.796296296296296,-45.3,1.5253863134657837,-2.375,"7.00,4.50,5.75,-2.38",6,10,-42.5,2164.5,-2157.5,30.03125
85,4,55,10,(),29,3.6379310344827585,0.6551724137931034,32.973684210526315,-52.1,1.2024952015355086,-7.875,"-7.88,-4.79,20.36,8.50",6,10,-54.5,1711.0,-6411.5,24.0
85,0,55,6,(),25,3.62,0.64,33.375,-49.27777777777778,1.2040586245772267,-6.666666666666667,"10.36,4.50,-6.67,5.17",7,10,-56.0,715.0,-3575.0,27.04
90,10,55,10,"(3,)",19,3.6052631578947367,0.631578947368421,37.416666666666664,-54.357142857142854,1.1800262812089357,-18.9,"4.50,-18.90,37.90,-12.25",5,9,-59.5,1419.5,-4638.0,25.210526315789473
90,10,55,10,"(3, 12)",19,3.6052631578947367,0.631578947368421,37.416666666666664,-54.357142857142854,1.1800262812089357,-18.9,"4.50,-18.90,37.90,-12.25",5,9,-59.5,1419.5,-4638.0,25.210526315789473
85,6,55,10,"(18,)",21,3.5952380952380953,0.6666666666666666,31.714285714285715,-52.642857142857146,1.2048846675712348,-9.0,"-9.00,-2.10,31.70,-3.70",5,8,-24.833333333333332,1128.5,-6234.0,25.0
85,6,55,10,"(12, 18)",21,3.5952380952380953,0.6666666666666666,31.714285714285715,-52.642857142857146,1.2048846675712348,-9.0,"-9.00,-2.10,31.70,-3.70",5,8,-24.833333333333332,1128.5,-6234.0,25.0
65,0,55,8,"(12,)",32,3.59375,0.84375,12.75925925925926,-45.9,1.5010893246187365,-2.375,"0.38,10.75,5.62,-2.38",5,10,-42.5,2136.0,-2353.0,30.0625
80,0,55,7,"(18,)",32,3.59375,0.6875,28.09090909090909,-50.3,1.228628230616302,-2.75,"20.12,-2.75,-1.88,-1.12",5,10,-42.5,1743.5,-5615.0,31.09375
65,0,50,8,(),27,3.574074074074074,0.8148148148148148,14.681818181818182,-45.3,1.4260485651214128,-2.5,"7.07,4.36,4.50,-2.50",5,10,-42.5,1593.0,-2393.0,30.59259259259259
75,0,55,8,"(3, 18)",31,3.564516129032258,0.7419354838709677,22.97826086956522,-52.25,1.264354066985646,-7.75,"15.75,-5.38,-7.75,12.79",5,10,-42.5,2737.0,-4731.5,28.967741935483872
65,0,43,10,(),16,3.5625,0.75,19.083333333333332,-43.0,1.3313953488372092,1.0,"5.00,1.00,4.00,4.25",5,9,-42.5,859.5,-2222.0,31.1875
65,0,43,10,"(12,)",16,3.5625,0.75,19.083333333333332,-43.0,1.3313953488372092,1.0,"5.00,1.00,4.00,4.25",5,9,-42.5,859.5,-2222.0,31.1875
90,0,47,6,(),16,3.5625,0.5625,41.05555555555556,-44.642857142857146,1.1824,-5.5,"-0.75,-5.50,19.75,0.75",4,8,-42.5,-399.5,-3847.0,27.3125
75,0,45,7,(),18,3.5555555555555554,0.6666666666666666,27.916666666666668,-45.166666666666664,1.2361623616236161,-6.75,"1.10,-5.50,28.25,-6.75",4,9,-42.5,682.0,-4490.0,29.0
75,0,45,7,"(12,)",18,3.5555555555555554,0.6666666666666666,27.916666666666668,-45.166666666666664,1.2361623616236161,-6.75,"1.10,-5.50,28.25,-6.75",4,9,-42.5,682.0,-4490.0,29.0
75,0,45,8,(),18,3.5555555555555554,0.6666666666666666,27.916666666666668,-45.166666666666664,1.2361623616236161,-6.75,"1.10,-5.50,28.25,-6.75",4,9,-42.5,682.0,-4490.0,29.0
75,0,45,8,"(12,)",18,3.5555555555555554,0.6666666666666666,27.916666666666668,-45.166666666666664,1.2361623616236161,-6.75,"1.10,-5.50,28.25,-6.75",4,9,-42.5,682.0,-4490.0,29.0
75,0,55,10,"(20,)",37,3.554054054054054,0.7297297297297297,23.833333333333332,-51.2,1.2568359375,-2.9444444444444446,"9.50,-2.94,7.28,-0.28",6,10,-49.0,3040.5,-4415.0,30.62162162162162
65,4,55,10,"(20,)",27,3.537037037037037,0.8518518518518519,12.630434782608695,-48.75,1.4897435897435898,-3.0714285714285716,"-3.07,10.64,3.36,3.17",7,10,-54.5,2075.0,-2880.5,27.11111111111111
75,0,55,10,"(3, 12)",34,3.5294117647058822,0.7352941176470589,23.98,-53.27777777777778,1.2502606882168925,-11.055555555555555,"8.50,-11.06,13.00,4.88",5,10,-49.0,3584.0,-5507.5,27.58823529411765
85,6,55,10,"(3,)",21,3.5,0.6666666666666666,32.5,-54.5,1.1926605504587156,-20.9,"-8.17,-20.90,32.90,12.50",5,9,-59.5,1625.0,-5750.0,23.238095238095237
85,6,55,10,"(3, 12)",21,3.5,0.6666666666666666,32.5,-54.5,1.1926605504587156,-20.9,"-8.17,-20.90,32.90,12.50",5,9,-59.5,1625.0,-5750.0,23.238095238095237
85,7,55,10,"(3,)",21,3.5,0.6666666666666666,32.5,-54.5,1.1926605504587156,-20.9,"-8.17,-20.90,32.90,12.50",5,9,-59.5,1625.0,-5750.0,23.238095238095237
85,7,55,10,"(3, 12)",21,3.5,0.6666666666666666,32.5,-54.5,1.1926605504587156,-20.9,"-8.17,-20.90,32.90,12.50",5,9,-59.5,1625.0,-5750.0,23.238095238095237
85,8,55,10,"(3,)",21,3.5,0.6666666666666666,32.5,-54.5,1.1926605504587156,-20.9,"-8.17,-20.90,32.90,12.50",5,9,-59.5,1625.0,-5750.0,23.238095238095237
85,8,55,10,"(3, 12)",21,3.5,0.6666666666666666,32.5,-54.5,1.1926605504587156,-20.9,"-8.17,-20.90,32.90,12.50",5,9,-59.5,1625.0,-5750.0,23.238095238095237
65,4,50,10,(),23,3.4565217391304346,0.8260869565217391,14.447368421052632,-48.75,1.4076923076923078,-10.1,"-6.00,13.33,14.33,-10.10",7,10,-54.5,1618.5,-3262.0,27.695652173913043
65,0,55,6,"(3, 12, 18)",19,3.4473684210526314,0.8421052631578947,13.125,-48.166666666666664,1.453287197231834,-8.9,"-8.90,13.30,-2.10,13.50",7,10,-57.5,1398.5,-2091.0,25.105263157894736
80,0,55,6,"(3, 12, 18)",19,3.4473684210526314,0.6842105263157895,28.423076923076923,-50.666666666666664,1.2154605263157894,-6.1,"0.10,-3.70,-6.10,28.50",5,10,-57.5,1171.5,-3748.5,24.36842105263158
90,6,55,10,"(3, 18)",19,3.4473684210526314,0.631578947368421,37.25,-54.5,1.1716906946264745,-18.9,"4.30,-18.90,18.10,12.00",5,8,-59.5,1327.0,-6346.0,25.157894736842106
90,6,55,10,"(3, 12, 18)",19,3.4473684210526314,0.631578947368421,37.25,-54.5,1.1716906946264745,-18.9,"4.30,-18.90,18.10,12.00",5,8,-59.5,1327.0,-6346.0,25.157894736842106
90,7,55,10,"(3, 18)",19,3.4473684210526314,0.631578947368421,37.25,-54.5,1.1716906946264745,-18.9,"4.30,-18.90,18.10,12.00",5,8,-59.5,1327.0,-6346.0,25.157894736842106
90,7,55,10,"(3, 12, 18)",19,3.4473684210526314,0.631578947368421,37.25,-54.5,1.1716906946264745,-18.9,"4.30,-18.90,18.10,12.00",5,8,-59.5,1327.0,-6346.0,25.157894736842106
90,8,55,10,"(3, 18)",19,3.4473684210526314,0.631578947368421,37.25,-54.5,1.1716906946264745,-18.9,"4.30,-18.90,18.10,12.00",5,8,-59.5,1327.0,-6346.0,25.157894736842106
90,8,55,10,"(3, 12, 18)",19,3.4473684210526314,0.631578947368421,37.25,-54.5,1.1716906946264745,-18.9,"4.30,-18.90,18.10,12.00",5,8,-59.5,1327.0,-6346.0,25.157894736842106
95,0,55,10,"(18,)",38,3.4473684210526314,0.5789473684210527,43.22727272727273,-51.25,1.1597560975609755,-20.61111111111111,"17.10,2.80,-20.61,13.06",6,10,-42.5,1237.0,-11174.5,31.63157894736842
65,0,45,7,"(20,)",17,3.4411764705882355,0.7647058823529411,17.73076923076923,-43.0,1.3401162790697674,-11.75,"-4.90,14.25,18.25,-11.75",5,9,-42.5,721.0,-2222.0,30.705882352941178
65,0,45,8,"(20,)",17,3.4411764705882355,0.7647058823529411,17.73076923076923,-43.0,1.3401162790697674,-11.75,"-4.90,14.25,18.25,-11.75",5,9,-42.5,721.0,-2222.0,30.705882352941178
75,4,55,10,"(18,)",27,3.425925925925926,0.7407407407407407,22.55,-51.214285714285715,1.2580195258019526,-10.5,"14.64,-10.50,-0.79,11.50",5,10,-54.5,1660.5,-4292.0,27.51851851851852
65,4,55,6,(),18,3.388888888888889,0.8333333333333334,13.366666666666667,-46.5,1.4372759856630823,-16.0,"1.70,12.50,-16.00,13.50",7,10,-54.5,1015.5,-3025.5,27.166666666666668
75,4,55,6,(),18,3.388888888888889,0.7222222222222222,23.03846153846154,-47.7,1.2557651991614256,-11.0,"9.70,-7.50,-11.00,23.50",6,10,-54.5,564.5,-2729.5,25.166666666666668
75,12,55,10,"(20,)",16,3.375,0.75,23.25,-56.25,1.24,-17.25,"7.00,-17.25,25.00,-1.25",5,8,-60.5,1629.5,-2788.5,25.9375
90,12,55,10,"(20,)",16,3.375,0.625,38.5,-55.166666666666664,1.163141993957704,-32.25,"18.25,-32.25,40.00,-12.50",4,8,-60.5,1371.0,-4153.5,26.0
65,0,55,7,"(20,)",30,3.3666666666666667,0.8333333333333334,13.1,-45.3,1.445916114790287,-3.7857142857142856,"7.00,5.75,3.64,-3.79",6,10,-42.5,1621.5,-2157.5,29.566666666666666
75,0,55,7,"(3,)",30,3.3666666666666667,0.7333333333333333,23.59090909090909,-52.25,1.2416267942583732,-9.642857142857142,"15.75,-5.88,-9.64,12.79",5,10,-42.5,2583.5,-4731.5,28.9
80,4,50,6,"(18,)",15,3.3666666666666667,0.6666666666666666,28.9,-47.7,1.2117400419287212,-11.75,"11.25,-11.75,-9.75,30.50",6,10,-54.5,248.0,-3389.5,26.0
75,4,55,10,"(3,)",27,3.3518518518518516,0.7407407407407407,23.1,-53.07142857142857,1.243606998654105,-11.214285714285714,"4.07,-11.21,22.93,-3.33",5,10,-59.5,2111.5,-3806.0,25.814814814814813
80,4,55,10,"(12, 18)",26,3.3461538461538463,0.6923076923076923,27.666666666666668,-51.375,1.2116788321167884,-7.642857142857143,"-3.93,-7.64,12.33,15.67",4,9,-42.5,1440.5,-5440.5,24.423076923076923
80,0,55,10,"(3, 12, 18)",32,3.34375,0.6875,29.0,-53.1,1.2015065913371,-22.875,"10.88,-22.88,16.75,8.62",4,10,-42.5,2965.5,-7340.0,26.28125
80,0,55,8,(),35,3.3285714285714287,0.6857142857142857,28.166666666666668,-50.86363636363637,1.2082216264521894,-1.125,"12.94,-0.50,1.50,-1.12",4,10,-42.5,1896.0,-5685.0,30.457142857142856
75,4,50,7,"(18,)",17,3.323529411764706,0.7058823529411765,24.583333333333332,-47.7,1.2368972746331237,-14.25,"11.90,-14.25,5.00,8.50",6,10,-54.5,617.0,-3222.0,27.294117647058822
80,0,50,6,"(12, 18)",17,3.323529411764706,0.6470588235294118,29.772727272727273,-45.166666666666664,1.2084870848708487,-11.75,"0.10,-11.75,13.50,12.25",4,9,-42.5,76.5,-3748.5,27.0
99,12,55,10,"(3,)",16,3.3125,0.5625,48.166666666666664,-54.357142857142854,1.1392904073587384,-52.5,"25.00,-52.50,46.00,-5.25",5,8,-60.5,1126.5,-5544.0,26.3125
99,12,55,10,"(3, 12)",16,3.3125,0.5625,48.166666666666664,-54.357142857142854,1.1392904073587384,-52.5,"25.00,-52.50,46.00,-5.25",5,8,-60.5,1126.5,-5544.0,26.3125
75,0,55,7,"(3, 12, 18)",26,3.3076923076923075,0.7307692307692307,23.657894736842106,-51.92857142857143,1.2365887207702888,-8.785714285714286,"15.36,-8.79,-4.50,11.17",4,10,-42.5,2153.0,-4645.5,28.0
70,0,50,6,"(20,)",20,3.3,0.75,19.5,-45.3,1.2913907284768211,-4.7,"5.70,5.30,6.90,-4.70",6,10,-54.5,516.0,-1772.5,28.0
75,0,50,6,"(20,)",20,3.3,0.7,24.428571428571427,-46.0,1.2391304347826086,-5.7,"9.70,-5.70,10.90,-1.70",6,10,-54.5,403.0,-2415.5,27.5
90,6,50,10,"(18,)",15,3.3,0.6,39.27777777777778,-50.666666666666664,1.162828947368421,-30.5,"19.50,-30.50,15.25,10.83",4,7,-42.5,527.0,-5261.0,27.866666666666667
90,6,50,10,"(12, 18)",15,3.3,0.6,39.27777777777778,-50.666666666666664,1.162828947368421,-30.5,"19.50,-30.50,15.25,10.83",4,7,-42.5,527.0,-5261.0,27.866666666666667
65,0,55,10,"(20,)",37,3.2837837837837838,0.8378378378378378,13.016129032258064,-47.0,1.4308510638297873,0.2777777777777778,"1.50,4.83,6.72,0.28",7,10,-49.0,2429.0,-3071.5,28.7027027027027
85,0,55,10,"(14,)",37,3.2837837837837838,0.6486486486486487,33.541666666666664,-52.57692307692308,1.1777615215801025,0.5,"0.50,2.72,3.83,6.39",6,10,-55.5,2497.0,-7267.5,28.972972972972972
80,4,55,10,"(3, 12)",26,3.269230769230769,0.6923076923076923,28.27777777777778,-53.0,1.2004716981132075,-19.785714285714285,"-3.79,-19.79,27.33,14.33",4,9,-59.5,1894.5,-6445.0,22.96153846153846
65,0,45,7,"(18,)",17,3.264705882352941,0.7647058823529411,17.5,-43.0,1.322674418604651,-11.75,"-4.90,14.50,17.25,-11.75",5,9,-42.5,569.5,-2222.0,30.529411764705884
65,0,45,7,"(12, 18)",17,3.264705882352941,0.7647058823529411,17.5,-43.0,1.322674418604651,-11.75,"-4.90,14.50,17.25,-11.75",5,9,-42.5,569.5,-2222.0,30.529411764705884
65,0,45,8,"(18,)",17,3.264705882352941,0.7647058823529411,17.5,-43.0,1.322674418604651,-11.75,"-4.90,14.50,17.25,-11.75",5,9,-42.5,569.5,-2222.0,30.529411764705884
65,0,45,8,"(12, 18)",17,3.264705882352941,0.7647058823529411,17.5,-43.0,1.322674418604651,-11.75,"-4.90,14.50,17.25,-11.75",5,9,-42.5,569.5,-2222.0,30.529411764705884
80,6,55,10,"(3, 12, 14, 18, 20)",17,3.264705882352941,0.7058823529411765,27.666666666666668,-55.3,1.2007233273056057,-16.25,"-1.70,-16.25,27.75,4.50",5,8,-59.5,1426.0,-5067.5,25.058823529411764
80,7,55,10,"(3, 12, 14, 18, 20)",17,3.264705882352941,0.7058823529411765,27.666666666666668,-55.3,1.2007233273056057,-16.25,"-1.70,-16.25,27.75,4.50",5,8,-59.5,1426.0,-5067.5,25.058823529411764
80,8,55,10,"(3, 12, 14, 18, 20)",17,3.264705882352941,0.7058823529411765,27.666666666666668,-55.3,1.2007233273056057,-16.25,"-1.70,-16.25,27.75,4.50",5,8,-59.5,1426.0,-5067.5,25.058823529411764
70,0,55,6,"(14,)",23,3.239130434782609,0.782608695652174,17.555555555555557,-48.3,1.308488612836439,-17.333333333333332,"6.67,17.83,-17.33,6.30",5,9,-56.0,969.0,-4475.0,29.217391304347824
65,0,55,7,"(12,)",30,3.2333333333333334,0.8333333333333334,13.06,-45.9,1.4226579520697167,-3.7857142857142856,"0.38,11.50,4.07,-3.79",5,10,-42.5,1639.5,-2353.0,29.833333333333332
75,0,47,7,"(12, 18)",18,3.2222222222222223,0.6666666666666666,27.416666666666668,-45.166666666666664,1.2140221402214022,-19.3,"14.50,-19.30,27.25,-6.75",4,9,-42.5,508.5,-4700.0,29.61111111111111
75,0,47,8,"(12, 18)",18,3.2222222222222223,0.6666666666666666,27.416666666666668,-45.166666666666664,1.2140221402214022,-19.3,"14.50,-19.30,27.25,-6.75",4,9,-42.5,508.5,-4700.0,29.61111111111111
90,0,55,6,(),25,3.22,0.6,37.7,-48.5,1.165979381443299,-19.166666666666668,"13.93,7.83,-19.17,8.50",7,10,-56.0,-133.5,-6321.0,27.64
95,12,55,10,(),17,3.2058823529411766,0.5882352941176471,43.5,-54.357142857142854,1.1432325886990802,-30.75,"7.50,-30.75,45.00,-10.00",5,8,-60.5,1006.5,-5433.0,25.235294117647058
95,12,55,10,"(12,)",17,3.2058823529411766,0.5882352941176471,43.5,-54.357142857142854,1.1432325886990802,-30.75,"7.50,-30.75,45.00,-10.00",5,8,-60.5,1006.5,-5433.0,25.235294117647058
95,12,55,10,"(14,)",17,3.2058823529411766,0.5882352941176471,43.5,-54.357142857142854,1.1432325886990802,-30.75,"7.50,-30.75,45.00,-10.00",5,8,-60.5,1006.5,-5433.0,25.235294117647058
65,0,55,10,"(18,)",38,3.1842105263157894,0.8421052631578947,12.65625,-47.333333333333336,1.426056338028169,-1.7222222222222223,"2.60,10.80,-1.72,0.28",7,10,-42.5,2361.5,-3590.0,30.236842105263158
65,0,55,10,"(12,)",37,3.175675675675676,0.8378378378378378,12.983870967741936,-47.5,1.412280701754386,-3.8,"-3.80,11.50,5.50,0.28",5,10,-49.0,2408.0,-3271.5,28.756756756756758
80,4,50,10,"(18,)",21,3.1666666666666665,0.6666666666666666,29.428571428571427,-49.357142857142854,1.1924746743849493,-19.9,"4.83,-19.90,28.50,-1.10",5,10,-54.5,856.0,-4420.0,26.285714285714285
70,0,50,6,"(18,)",20,3.15,0.75,19.3,-45.3,1.2781456953642385,-4.7,"5.70,5.70,5.90,-4.70",6,10,-54.5,456.5,-1772.5,27.95
65,0,50,7,(),25,3.14,0.8,15.25,-45.3,1.346578366445916,-2.5,"7.07,3.67,3.67,-2.50",5,10,-42.5,1157.0,-2317.0,30.48
65,0,50,8,"(20,)",26,3.1153846153846154,0.8076923076923077,14.642857142857142,-45.3,1.3576158940397351,-2.5,"7.07,4.21,2.83,-2.50",5,10,-42.5,1135.5,-2317.0,30.03846153846154
65,0,55,8,"(12, 18)",31,3.1129032258064515,0.8387096774193549,12.538461538461538,-45.9,1.420479302832244,-3.7857142857142856,"0.38,10.75,4.25,-3.79",5,10,-42.5,1533.0,-2353.0,29.29032258064516
75,0,47,6,"(20,)",15,3.1,0.6666666666666666,26.8,-44.3,1.2099322799097065,-8.25,"-8.25,5.50,10.50,5.17",4,8,-42.5,180.0,-2994.0,27.733333333333334
95,0,55,10,(),40,3.1,0.575,43.45652173913044,-51.5,1.1416333523700744,-6.1,"16.00,-5.10,-6.10,7.60",6,10,-49.0,1205.0,-9983.0,30.35
80,0,55,8,"(14,)",32,3.09375,0.6875,28.0,-51.7,1.1914893617021276,-3.125,"10.12,6.50,-3.12,-1.12",4,9,-27.5,1591.0,-7475.5,31.375
65,4,50,6,(),16,3.0625,0.8125,14.5,-46.5,1.3512544802867383,-2.0,"0.00,13.25,-2.00,1.00",7,10,-54.5,713.5,-3025.5,27.5625
65,0,50,10,(),31,3.0483870967741935,0.8064516129032258,15.06,-47.0,1.3351063829787233,-0.75,"-0.75,6.12,5.62,0.93",6,10,-49.0,1795.5,-3059.0,29.129032258064516
90,6,55,10,"(20,)",21,3.0238095238095237,0.6190476190476191,37.96153846153846,-53.75,1.1476744186046512,-5.666666666666667,"-5.67,-1.30,21.50,-0.70",5,9,-55.5,1135.0,-4653.0,25.333333333333332
65,0,50,8,"(18,)",26,3.0,0.8076923076923077,14.5,-45.3,1.3443708609271523,-2.5,"7.07,4.36,2.17,-2.50",5,10,-42.5,1041.5,-2262.5,29.884615384615383
80,10,55,10,"(3, 18)",17,2.9705882352941178,0.7058823529411765,26.666666666666668,-53.9,1.1873840445269017,-13.5,"-2.50,-13.50,26.50,2.75",4,8,-59.5,972.0,-5065.5,24.823529411764707
80,10,55,10,"(3, 12, 18)",17,2.9705882352941178,0.7058823529411765,26.666666666666668,-53.9,1.1873840445269017,-13.5,"-2.50,-13.50,26.50,2.75",4,8,-59.5,972.0,-5065.5,24.823529411764707
80,0,55,10,"(3, 18)",35,2.9571428571428573,0.6857142857142857,28.708333333333332,-53.22727272727273,1.1767719897523483,-17.166666666666668,"12.28,-17.17,-0.94,19.50",5,10,-42.5,2716.5,-7262.5,26.542857142857144
